wavelength [nm],absorbance
611.04110, 0.02227095
611.05611, 0.02247045
611.07111, 0.02263396
611.08611, 0.02276094
611.10111, 0.02285104
611.11611, 0.02290415
611.13111, 0.02292032
611.14611, 0.02289985
611.16112, 0.02284320
611.17612, 0.02275107
611.19112, 0.02262432
611.20612, 0.02246401
611.22112, 0.02227136
611.23612, 0.02204778
611.25113, 0.02179480
611.26613, 0.02151408
611.28113, 0.02120740
611.29613, 0.02087666
611.31113, 0.02052381
611.32613, 0.02015086
611.34113, 0.01975987
611.35614, 0.01935291
611.37114, 0.01893205
611.38614, 0.01849936
611.40114, 0.01805683
611.41614, 0.01760644
611.43114, 0.01715006
611.44614, 0.01668951
611.46115, 0.01622648
611.47615, 0.01576256
611.49115, 0.01529924
611.50615, 0.01483786
611.52115, 0.01437965
611.53615, 0.01392570
611.55116, 0.01347697
611.56616, 0.01303429
611.58116, 0.01259837
611.59616, 0.01216977
611.61116, 0.01174898
611.62616, 0.01133635
611.64116, 0.01093215
611.65617, 0.01053655
611.67117, 0.01014965
611.68617, 0.00977148
611.70117, 0.00940203
611.71617, 0.00904122
611.73117, 0.00868897
611.74617, 0.00834513
611.76118, 0.00800959
611.77618, 0.00768218
611.79118, 0.00736278
611.80618, 0.00705125
611.82118, 0.00674746
611.83618, 0.00645131
611.85119, 0.00616272
611.86619, 0.00588162
611.88119, 0.00560798
611.89619, 0.00534176
611.91119, 0.00508298
611.92619, 0.00483165
611.94119, 0.00458781
611.95620, 0.00435150
611.97120, 0.00412278
611.98620, 0.00390172
612.00120, 0.00368836
612.01620, 0.00348278
612.03120, 0.00328501
612.04620, 0.00309510
612.06121, 0.00291308
612.07621, 0.00273895
612.09121, 0.00257269
612.10621, 0.00241428
612.12121, 0.00226365
612.13621, 0.00212072
612.15122, 0.00198538
612.16622, 0.00185749
612.18122, 0.00173689
612.19622, 0.00162340
612.21122, 0.00151681
612.22622, 0.00141690
612.24122, 0.00132341
612.25623, 0.00123609
612.27123, 0.00115466
612.28623, 0.00107884
612.30123, 0.00100834
612.31623, 0.00094284
612.33123, 0.00088206
612.34623, 0.00082570
612.36124, 0.00077344
612.37624, 0.00072502
612.39124, 0.00068013
612.40624, 0.00063850
612.42124, 0.00059987
612.43624, 0.00056399
612.45125, 0.00053062
612.46625, 0.00049954
612.48125, 0.00047053
612.49625, 0.00044342
612.51125, 0.00041800
612.52625, 0.00039414
612.54125, 0.00037168
612.55626, 0.00035049
612.57126, 0.00033046
612.58626, 0.00031147
612.60126, 0.00029345
612.61626, 0.00027631
612.63126, 0.00025999
612.64626, 0.00024442
612.66127, 0.00022957
612.67627, 0.00021538
612.69127, 0.00020182
612.70627, 0.00018887
612.72127, 0.00017650
612.73627, 0.00016469
612.75128, 0.00015342
612.76628, 0.00014269
612.78128, 0.00013247
612.79628, 0.00012276
612.81128, 0.00011354
612.82628, 0.00010481
612.84128, 0.00009656
612.85629, 0.00008878
612.87129, 0.00008145
612.88629, 0.00007457
612.90129, 0.00006812
612.91629, 0.00006209
612.93129, 0.00005647
612.94629, 0.00005124
612.96130, 0.00004639
612.97630, 0.00004190
612.99130, 0.00003776
613.00630, 0.00003395
613.02130, 0.00003045
613.03630, 0.00002724
613.05131, 0.00002432
613.06631, 0.00002165
613.08131, 0.00001924
613.09631, 0.00001705
613.11131, 0.00001507
613.12631, 0.00001329
613.14131, 0.00001169
613.15632, 0.00001026
613.17132, 0.00000898
613.18632, 0.00000785
613.20132, 0.00000683
613.21632, 0.00000594
613.23132, 0.00000515
613.24632, 0.00000445
613.26133, 0.00000384
613.27633, 0.00000330
613.29133, 0.00000284
613.30633, 0.00000243
613.32133, 0.00000208
613.33633, 0.00000177
613.35134, 0.00000150
613.36634, 0.00000128
613.38134, 0.00000108
613.39634, 0.00000091
613.41134, 0.00000077
613.42634, 0.00000065
613.44134, 0.00000055
613.45635, 0.00000047
613.47135, 0.00000040
613.48635, 0.00000034
613.50135, 0.00000030
613.51635, 0.00000027
613.53135, 0.00000024
613.54635, 0.00000023
613.56136, 0.00000023
613.57636, 0.00000024
613.59136, 0.00000026
613.60636, 0.00000029
613.62136, 0.00000034
613.63636, 0.00000040
613.65137, 0.00000048
613.66637, 0.00000058
613.68137, 0.00000071
613.69637, 0.00000087
613.71137, 0.00000108
613.72637, 0.00000132
613.74137, 0.00000162
613.75638, 0.00000199
613.77138, 0.00000244
613.78638, 0.00000298
613.80138, 0.00000364
613.81638, 0.00000443
613.83138, 0.00000537
613.84638, 0.00000651
613.86139, 0.00000786
613.87639, 0.00000947
613.89139, 0.00001139
613.90639, 0.00001365
613.92139, 0.00001633
613.93639, 0.00001948
613.95140, 0.00002319
613.96640, 0.00002753
613.98140, 0.00003261
613.99640, 0.00003852
614.01140, 0.00004539
614.02640, 0.00005336
614.04140, 0.00006257
614.05641, 0.00007318
614.07141, 0.00008539
614.08641, 0.00009939
614.10141, 0.00011539
614.11641, 0.00013364
614.13141, 0.00015440
614.14641, 0.00017794
614.16142, 0.00020457
614.17642, 0.00023460
614.19142, 0.00026838
614.20642, 0.00030628
614.22142, 0.00034866
614.23642, 0.00039595
614.25143, 0.00044854
614.26643, 0.00050689
614.28143, 0.00057143
614.29643, 0.00064262
614.31143, 0.00072094
614.32643, 0.00080684
614.34143, 0.00090080
614.35644, 0.00100328
614.37144, 0.00111473
614.38644, 0.00123561
614.40144, 0.00136632
614.41644, 0.00150726
614.43144, 0.00165881
614.44644, 0.00182128
614.46145, 0.00199496
614.47645, 0.00218009
614.49145, 0.00237685
614.50645, 0.00258535
614.52145, 0.00280565
614.53645, 0.00303774
614.55146, 0.00328153
614.56646, 0.00353685
614.58146, 0.00380345
614.59646, 0.00408100
614.61146, 0.00436909
614.62646, 0.00466724
614.64146, 0.00497485
614.65647, 0.00529128
614.67147, 0.00561579
614.68647, 0.00594757
614.70147, 0.00628577
614.71647, 0.00662944
614.73147, 0.00697760
614.74647, 0.00732922
614.76148, 0.00768323
614.77648, 0.00803852
614.79148, 0.00839398
614.80648, 0.00874847
614.82148, 0.00910087
614.83648, 0.00945005
614.85149, 0.00979489
614.86649, 0.01013432
614.88149, 0.01046728
614.89649, 0.01079276
614.91149, 0.01110978
614.92649, 0.01141743
614.94149, 0.01171484
614.95650, 0.01200120
614.97150, 0.01227577
614.98650, 0.01253784
615.00150, 0.01278680
615.01650, 0.01302206
615.03150, 0.01324311
615.04650, 0.01344950
615.06151, 0.01364080
615.07651, 0.01381665
615.09151, 0.01397674
615.10651, 0.01412078
615.12151, 0.01424853
615.13651, 0.01435978
615.15152, 0.01445435
615.16652, 0.01453208
615.18152, 0.01459285
615.19652, 0.01463656
615.21152, 0.01466312
615.22652, 0.01467248
615.24152, 0.01466462
615.25653, 0.01463955
615.27153, 0.01459728
615.28653, 0.01453791
615.30153, 0.01446153
615.31653, 0.01436831
615.33153, 0.01425844
615.34653, 0.01413219
615.36154, 0.01398988
615.37654, 0.01383188
615.39154, 0.01365864
615.40654, 0.01347067
615.42154, 0.01326856
615.43654, 0.01305298
615.45155, 0.01282464
615.46655, 0.01258436
615.48155, 0.01233299
615.49655, 0.01207148
615.51155, 0.01180081
615.52655, 0.01152203
615.54155, 0.01123621
615.55656, 0.01094450
615.57156, 0.01064802
615.58656, 0.01034796
615.60156, 0.01004546
615.61656, 0.00974171
615.63156, 0.00943782
615.64656, 0.00913493
615.66157, 0.00883409
615.67657, 0.00853634
615.69157, 0.00824262
615.70657, 0.00795382
615.72157, 0.00767076
615.73657, 0.00739416
615.75158, 0.00712464
615.76658, 0.00686276
615.78158, 0.00660895
615.79658, 0.00636357
615.81158, 0.00612685
615.82658, 0.00589895
615.84158, 0.00567994
615.85659, 0.00546979
615.87159, 0.00526839
615.88659, 0.00507556
615.90159, 0.00489105
615.91659, 0.00471456
615.93159, 0.00454572
615.94659, 0.00438413
615.96160, 0.00422938
615.97660, 0.00408099
615.99160, 0.00393850
616.00660, 0.00380145
616.02160, 0.00366936
616.03660, 0.00354178
616.05161, 0.00341826
616.06661, 0.00329840
616.08161, 0.00318180
616.09661, 0.00306811
616.11161, 0.00295702
616.12661, 0.00284825
616.14161, 0.00274156
616.15662, 0.00263676
616.17162, 0.00253369
616.18662, 0.00243225
616.20162, 0.00233236
616.21662, 0.00223398
616.23162, 0.00213711
616.24662, 0.00204177
616.26163, 0.00194801
616.27663, 0.00185591
616.29163, 0.00176556
616.30663, 0.00167707
616.32163, 0.00159056
616.33663, 0.00150615
616.35164, 0.00142396
616.36664, 0.00134412
616.38164, 0.00126676
616.39664, 0.00119199
616.41164, 0.00111990
616.42664, 0.00105060
616.44164, 0.00098416
616.45665, 0.00092065
616.47165, 0.00086011
616.48665, 0.00080257
616.50165, 0.00074804
616.51665, 0.00069652
616.53165, 0.00064799
616.54665, 0.00060241
616.56166, 0.00055972
616.57666, 0.00051986
616.59166, 0.00048274
616.60666, 0.00044828
616.62166, 0.00041637
616.63666, 0.00038690
616.65167, 0.00035975
616.66667, 0.00033480
616.68167, 0.00031191
616.69667, 0.00029096
616.71167, 0.00027181
616.72667, 0.00025434
616.74167, 0.00023841
616.75668, 0.00022389
616.77168, 0.00021066
616.78668, 0.00019860
616.80168, 0.00018760
616.81668, 0.00017755
616.83168, 0.00016834
616.84668, 0.00015989
616.86169, 0.00015209
616.87669, 0.00014487
616.89169, 0.00013817
616.90669, 0.00013190
616.92169, 0.00012601
616.93669, 0.00012045
616.95170, 0.00011516
616.96670, 0.00011012
616.98170, 0.00010529
616.99670, 0.00010063
617.01170, 0.00009612
617.02670, 0.00009175
617.04170, 0.00008749
617.05671, 0.00008335
617.07171, 0.00007930
617.08671, 0.00007535
617.10171, 0.00007148
617.11671, 0.00006771
617.13171, 0.00006402
617.14671, 0.00006043
617.16172, 0.00005693
617.17672, 0.00005354
617.19172, 0.00005024
617.20672, 0.00004705
617.22172, 0.00004396
617.23672, 0.00004099
617.25173, 0.00003814
617.26673, 0.00003540
617.28173, 0.00003279
617.29673, 0.00003030
617.31173, 0.00002794
617.32673, 0.00002569
617.34173, 0.00002358
617.35674, 0.00002158
617.37174, 0.00001971
617.38674, 0.00001796
617.40174, 0.00001632
617.41674, 0.00001479
617.43174, 0.00001338
617.44674, 0.00001207
617.46175, 0.00001086
617.47675, 0.00000975
617.49175, 0.00000873
617.50675, 0.00000780
617.52175, 0.00000695
617.53675, 0.00000618
617.55176, 0.00000548
617.56676, 0.00000485
617.58176, 0.00000428
617.59676, 0.00000377
617.61176, 0.00000331
617.62676, 0.00000291
617.64176, 0.00000254
617.65677, 0.00000222
617.67177, 0.00000194
617.68677, 0.00000169
617.70177, 0.00000147
617.71677, 0.00000129
617.73177, 0.00000113
617.74677, 0.00000099
617.76178, 0.00000088
617.77678, 0.00000080
617.79178, 0.00000073
617.80678, 0.00000069
617.82178, 0.00000067
617.83678, 0.00000067
617.85179, 0.00000069
617.86679, 0.00000074
617.88179, 0.00000083
617.89679, 0.00000094
617.91179, 0.00000109
617.92679, 0.00000129
617.94179, 0.00000154
617.95680, 0.00000185
617.97180, 0.00000224
617.98680, 0.00000271
618.00180, 0.00000328
618.01680, 0.00000397
618.03180, 0.00000480
618.04680, 0.00000580
618.06181, 0.00000699
618.07681, 0.00000840
618.09181, 0.00001008
618.10681, 0.00001208
618.12181, 0.00001442
618.13681, 0.00001719
618.15182, 0.00002044
618.16682, 0.00002424
618.18182, 0.00002867
618.19682, 0.00003383
618.21182, 0.00003983
618.22682, 0.00004677
618.24182, 0.00005478
618.25683, 0.00006400
618.27183, 0.00007459
618.28683, 0.00008671
618.30183, 0.00010056
618.31683, 0.00011632
618.33183, 0.00013423
618.34683, 0.00015450
618.36184, 0.00017739
618.37684, 0.00020316
618.39184, 0.00023210
618.40684, 0.00026450
618.42184, 0.00030068
618.43684, 0.00034095
618.45185, 0.00038566
618.46685, 0.00043515
618.48185, 0.00048977
618.49685, 0.00054988
618.51185, 0.00061583
618.52685, 0.00068798
618.54185, 0.00076669
618.55686, 0.00085228
618.57186, 0.00094509
618.58686, 0.00104542
618.60186, 0.00115354
618.61686, 0.00126972
618.63186, 0.00139415
618.64686, 0.00152702
618.66187, 0.00166845
618.67687, 0.00181852
618.69187, 0.00197723
618.70687, 0.00214456
618.72187, 0.00232039
618.73687, 0.00250454
618.75188, 0.00269675
618.76688, 0.00289672
618.78188, 0.00310402
618.79688, 0.00331819
618.81188, 0.00353866
618.82688, 0.00376481
618.84188, 0.00399594
618.85689, 0.00423127
618.87189, 0.00446997
618.88689, 0.00471116
618.90189, 0.00495389
618.91689, 0.00519717
618.93189, 0.00544001
618.94689, 0.00568135
618.96190, 0.00592014
618.97690, 0.00615535
618.99190, 0.00638593
619.00690, 0.00661086
619.02190, 0.00682917
619.03690, 0.00703992
619.05191, 0.00724222
619.06691, 0.00743528
619.08191, 0.00761835
619.09691, 0.00779080
619.11191, 0.00795205
619.12691, 0.00810166
619.14191, 0.00823928
619.15692, 0.00836465
619.17192, 0.00847765
619.18692, 0.00857822
619.20192, 0.00866646
619.21692, 0.00874252
619.23192, 0.00880667
619.24692, 0.00885927
619.26193, 0.00890074
619.27693, 0.00893159
619.29193, 0.00895237
619.30693, 0.00896368
619.32193, 0.00896615
619.33693, 0.00896045
619.35194, 0.00894723
619.36694, 0.00892715
619.38194, 0.00890086
619.39694, 0.00886895
619.41194, 0.00883201
619.42694, 0.00879055
619.44194, 0.00874504
619.45695, 0.00869588
619.47195, 0.00864341
619.48695, 0.00858788
619.50195, 0.00852949
619.51695, 0.00846835
619.53195, 0.00840450
619.54695, 0.00833791
619.56196, 0.00826851
619.57696, 0.00819615
619.59196, 0.00812064
619.60696, 0.00804174
619.62196, 0.00795920
619.63696, 0.00787273
619.65197, 0.00778205
619.66697, 0.00768687
619.68197, 0.00758692
619.69697, 0.00748194
619.71197, 0.00737170
619.72697, 0.00725605
619.74197, 0.00713483
619.75698, 0.00700798
619.77198, 0.00687548
619.78698, 0.00673738
619.80198, 0.00659381
619.81698, 0.00644495
619.83198, 0.00629106
619.84698, 0.00613247
619.86199, 0.00596956
619.87699, 0.00580279
619.89199, 0.00563266
619.90699, 0.00545972
619.92199, 0.00528458
619.93699, 0.00510787
619.95200, 0.00493022
619.96700, 0.00475233
619.98200, 0.00457486
619.99700, 0.00439849
620.01200, 0.00422388
620.02700, 0.00405168
620.04200, 0.00388251
620.05701, 0.00371695
620.07201, 0.00355554
620.08701, 0.00339877
620.10201, 0.00324709
620.11701, 0.00310088
620.13201, 0.00296045
620.14701, 0.00282608
620.16202, 0.00269795
620.17702, 0.00257622
620.19202, 0.00246094
620.20702, 0.00235214
620.22202, 0.00224976
620.23702, 0.00215370
620.25203, 0.00206382
620.26703, 0.00197991
620.28203, 0.00190174
620.29703, 0.00182902
620.31203, 0.00176146
620.32703, 0.00169872
620.34203, 0.00164045
620.35704, 0.00158628
620.37204, 0.00153584
620.38704, 0.00148876
620.40204, 0.00144466
620.41704, 0.00140317
620.43204, 0.00136395
620.44704, 0.00132664
620.46205, 0.00129094
620.47705, 0.00125653
620.49205, 0.00122315
620.50705, 0.00119055
620.52205, 0.00115849
620.53705, 0.00112680
620.55206, 0.00109530
620.56706, 0.00106385
620.58206, 0.00103235
620.59706, 0.00100071
620.61206, 0.00096888
620.62706, 0.00093682
620.64206, 0.00090453
620.65707, 0.00087202
620.67207, 0.00083930
620.68707, 0.00080644
620.70207, 0.00077349
620.71707, 0.00074053
620.73207, 0.00070762
620.74707, 0.00067486
620.76208, 0.00064235
620.77708, 0.00061017
620.79208, 0.00057842
620.80708, 0.00054720
620.82208, 0.00051659
620.83708, 0.00048669
620.85209, 0.00045758
620.86709, 0.00042932
620.88209, 0.00040200
620.89709, 0.00037566
620.91209, 0.00035037
620.92709, 0.00032615
620.94209, 0.00030306
620.95710, 0.00028110
620.97210, 0.00026030
620.98710, 0.00024067
621.00210, 0.00022219
621.01710, 0.00020487
621.03210, 0.00018869
621.04710, 0.00017363
621.06211, 0.00015965
621.07711, 0.00014672
621.09211, 0.00013481
621.10711, 0.00012387
621.12211, 0.00011387
621.13711, 0.00010474
621.15212, 0.00009644
621.16712, 0.00008892
621.18212, 0.00008213
621.19712, 0.00007602
621.21212, 0.00007053
621.22712, 0.00006562
621.24212, 0.00006123
621.25713, 0.00005732
621.27213, 0.00005385
621.28713, 0.00005076
621.30213, 0.00004802
621.31713, 0.00004558
621.33213, 0.00004341
621.34713, 0.00004148
621.36214, 0.00003975
621.37714, 0.00003819
621.39214, 0.00003679
621.40714, 0.00003550
621.42214, 0.00003432
621.43714, 0.00003322
621.45215, 0.00003218
621.46715, 0.00003120
621.48215, 0.00003025
621.49715, 0.00002933
621.51215, 0.00002843
621.52715, 0.00002754
621.54215, 0.00002666
621.55716, 0.00002578
621.57216, 0.00002490
621.58716, 0.00002402
621.60216, 0.00002313
621.61716, 0.00002224
621.63216, 0.00002135
621.64716, 0.00002045
621.66217, 0.00001955
621.67717, 0.00001866
621.69217, 0.00001776
621.70717, 0.00001688
621.72217, 0.00001600
621.73717, 0.00001514
621.75218, 0.00001429
621.76718, 0.00001345
621.78218, 0.00001264
621.79718, 0.00001184
621.81218, 0.00001107
621.82718, 0.00001033
621.84218, 0.00000961
621.85719, 0.00000892
621.87219, 0.00000826
621.88719, 0.00000763
621.90219, 0.00000703
621.91719, 0.00000647
621.93219, 0.00000593
621.94719, 0.00000543
621.96220, 0.00000496
621.97720, 0.00000451
621.99220, 0.00000410
622.00720, 0.00000372
622.02220, 0.00000337
622.03720, 0.00000305
622.05221, 0.00000276
622.06721, 0.00000249
622.08221, 0.00000226
622.09721, 0.00000204
622.11221, 0.00000186
622.12721, 0.00000170
622.14221, 0.00000157
622.15722, 0.00000147
622.17222, 0.00000139
622.18722, 0.00000134
622.20222, 0.00000133
622.21722, 0.00000135
622.23222, 0.00000141
622.24722, 0.00000152
622.26223, 0.00000167
622.27723, 0.00000188
622.29223, 0.00000216
622.30723, 0.00000251
622.32223, 0.00000294
622.33723, 0.00000348
622.35224, 0.00000414
622.36724, 0.00000494
622.38224, 0.00000589
622.39724, 0.00000704
622.41224, 0.00000840
622.42724, 0.00001002
622.44224, 0.00001193
622.45725, 0.00001418
622.47225, 0.00001682
622.48725, 0.00001990
622.50225, 0.00002350
622.51725, 0.00002769
622.53225, 0.00003255
622.54725, 0.00003817
622.56226, 0.00004465
622.57726, 0.00005210
622.59226, 0.00006064
622.60726, 0.00007041
622.62226, 0.00008155
622.63726, 0.00009422
622.65227, 0.00010858
622.66727, 0.00012483
622.68227, 0.00014314
622.69727, 0.00016373
622.71227, 0.00018682
622.72727, 0.00021264
622.74227, 0.00024141
622.75728, 0.00027340
622.77228, 0.00030885
622.78728, 0.00034803
622.80228, 0.00039121
622.81728, 0.00043864
622.83228, 0.00049059
622.84728, 0.00054733
622.86229, 0.00060911
622.87729, 0.00067617
622.89229, 0.00074874
622.90729, 0.00082704
622.92229, 0.00091125
622.93729, 0.00100153
622.95230, 0.00109802
622.96730, 0.00120081
622.98230, 0.00130995
622.99730, 0.00142546
623.01230, 0.00154729
623.02730, 0.00167537
623.04230, 0.00180955
623.05731, 0.00194963
623.07231, 0.00209535
623.08731, 0.00224638
623.10231, 0.00240234
623.11731, 0.00256278
623.13231, 0.00272719
623.14731, 0.00289499
623.16232, 0.00306556
623.17732, 0.00323821
623.19232, 0.00341220
623.20732, 0.00358675
623.22232, 0.00376103
623.23732, 0.00393419
623.25233, 0.00410534
623.26733, 0.00427360
623.28233, 0.00443804
623.29733, 0.00459778
623.31233, 0.00475192
623.32733, 0.00489960
623.34233, 0.00503996
623.35734, 0.00517224
623.37234, 0.00529567
623.38734, 0.00540960
623.40234, 0.00551340
623.41734, 0.00560656
623.43234, 0.00568864
623.44734, 0.00575928
623.46235, 0.00581824
623.47735, 0.00586538
623.49235, 0.00590064
623.50735, 0.00592409
623.52235, 0.00593590
623.53735, 0.00593634
623.55236, 0.00592577
623.56736, 0.00590466
623.58236, 0.00587356
623.59736, 0.00583310
623.61236, 0.00578398
623.62736, 0.00572696
623.64236, 0.00566286
623.65737, 0.00559254
623.67237, 0.00551688
623.68737, 0.00543678
623.70237, 0.00535314
623.71737, 0.00526686
623.73237, 0.00517881
623.74737, 0.00508983
623.76238, 0.00500073
623.77738, 0.00491225
623.79238, 0.00482508
623.80738, 0.00473983
623.82238, 0.00465706
623.83738, 0.00457720
623.85239, 0.00450065
623.86739, 0.00442769
623.88239, 0.00435852
623.89739, 0.00429324
623.91239, 0.00423189
623.92739, 0.00417439
623.94239, 0.00412063
623.95740, 0.00407037
623.97240, 0.00402336
623.98740, 0.00397924
624.00240, 0.00393762
624.01740, 0.00389809
624.03240, 0.00386017
624.04740, 0.00382338
624.06241, 0.00378720
624.07741, 0.00375115
624.09241, 0.00371471
624.10741, 0.00367739
624.12241, 0.00363873
624.13741, 0.00359830
624.15242, 0.00355568
624.16742, 0.00351052
624.18242, 0.00346250
624.19742, 0.00341138
624.21242, 0.00335694
624.22742, 0.00329903
624.24242, 0.00323757
624.25743, 0.00317252
624.27243, 0.00310392
624.28743, 0.00303185
624.30243, 0.00295643
624.31743, 0.00287786
624.33243, 0.00279637
624.34743, 0.00271224
624.36244, 0.00262577
624.37744, 0.00253731
624.39244, 0.00244722
624.40744, 0.00235590
624.42244, 0.00226373
624.43744, 0.00217114
624.45245, 0.00207853
624.46745, 0.00198630
624.48245, 0.00189487
624.49745, 0.00180461
624.51245, 0.00171590
624.52745, 0.00162908
624.54245, 0.00154447
624.55746, 0.00146237
624.57246, 0.00138304
624.58746, 0.00130672
624.60246, 0.00123360
624.61746, 0.00116384
624.63246, 0.00109759
624.64746, 0.00103492
624.66247, 0.00097591
624.67747, 0.00092058
624.69247, 0.00086892
624.70747, 0.00082092
624.72247, 0.00077650
624.73747, 0.00073559
624.75248, 0.00069806
624.76748, 0.00066380
624.78248, 0.00063265
624.79748, 0.00060446
624.81248, 0.00057904
624.82748, 0.00055621
624.84248, 0.00053577
624.85749, 0.00051753
624.87249, 0.00050128
624.88749, 0.00048683
624.90249, 0.00047396
624.91749, 0.00046249
624.93249, 0.00045223
624.94749, 0.00044298
624.96250, 0.00043458
624.97750, 0.00042686
624.99250, 0.00041965
625.00750, 0.00041283
625.02250, 0.00040626
625.03750, 0.00039982
625.05251, 0.00039340
625.06751, 0.00038692
625.08251, 0.00038029
625.09751, 0.00037345
625.11251, 0.00036635
625.12751, 0.00035894
625.14251, 0.00035120
625.15752, 0.00034310
625.17252, 0.00033464
625.18752, 0.00032582
625.20252, 0.00031665
625.21752, 0.00030715
625.23252, 0.00029734
625.24752, 0.00028725
625.26253, 0.00027692
625.27753, 0.00026638
625.29253, 0.00025568
625.30753, 0.00024486
625.32253, 0.00023397
625.33753, 0.00022305
625.35254, 0.00021215
625.36754, 0.00020131
625.38254, 0.00019059
625.39754, 0.00018000
625.41254, 0.00016961
625.42754, 0.00015944
625.44254, 0.00014953
625.45755, 0.00013991
625.47255, 0.00013060
625.48755, 0.00012163
625.50255, 0.00011301
625.51755, 0.00010477
625.53255, 0.00009691
625.54755, 0.00008944
625.56256, 0.00008237
625.57756, 0.00007570
625.59256, 0.00006943
625.60756, 0.00006356
625.62256, 0.00005808
625.63756, 0.00005298
625.65257, 0.00004825
625.66757, 0.00004388
625.68257, 0.00003986
625.69757, 0.00003617
625.71257, 0.00003280
625.72757, 0.00002973
625.74257, 0.00002695
625.75758, 0.00002443
625.77258, 0.00002217
625.78758, 0.00002013
625.80258, 0.00001832
625.81758, 0.00001670
625.83258, 0.00001527
625.84758, 0.00001400
625.86259, 0.00001289
625.87759, 0.00001192
625.89259, 0.00001107
625.90759, 0.00001033
625.92259, 0.00000970
625.93759, 0.00000915
625.95260, 0.00000868
625.96760, 0.00000828
625.98260, 0.00000793
625.99760, 0.00000764
626.01260, 0.00000739
626.02760, 0.00000717
626.04260, 0.00000699
626.05761, 0.00000682
626.07261, 0.00000668
626.08761, 0.00000655
626.10261, 0.00000643
626.11761, 0.00000632
626.13261, 0.00000621
626.14761, 0.00000610
626.16262, 0.00000599
626.17762, 0.00000588
626.19262, 0.00000576
626.20762, 0.00000565
626.22262, 0.00000552
626.23762, 0.00000539
626.25263, 0.00000526
626.26763, 0.00000511
626.28263, 0.00000497
626.29763, 0.00000481
626.31263, 0.00000466
626.32763, 0.00000449
626.34263, 0.00000433
626.35764, 0.00000416
626.37264, 0.00000399
626.38764, 0.00000382
626.40264, 0.00000364
626.41764, 0.00000347
626.43264, 0.00000330
626.44764, 0.00000313
626.46265, 0.00000296
626.47765, 0.00000280
626.49265, 0.00000264
626.50765, 0.00000249
626.52265, 0.00000235
626.53765, 0.00000221
626.55266, 0.00000209
626.56766, 0.00000197
626.58266, 0.00000187
626.59766, 0.00000178
626.61266, 0.00000170
626.62766, 0.00000165
626.64266, 0.00000161
626.65767, 0.00000159
626.67267, 0.00000161
626.68767, 0.00000165
626.70267, 0.00000173
626.71767, 0.00000185
626.73267, 0.00000201
626.74767, 0.00000224
626.76268, 0.00000252
626.77768, 0.00000288
626.79268, 0.00000333
626.80768, 0.00000388
626.82268, 0.00000455
626.83768, 0.00000535
626.85269, 0.00000631
626.86769, 0.00000746
626.88269, 0.00000882
626.89769, 0.00001042
626.91269, 0.00001230
626.92769, 0.00001451
626.94269, 0.00001709
626.95770, 0.00002008
626.97270, 0.00002356
626.98770, 0.00002758
627.00270, 0.00003221
627.01770, 0.00003753
627.03270, 0.00004363
627.04770, 0.00005060
627.06271, 0.00005855
627.07771, 0.00006757
627.09271, 0.00007780
627.10771, 0.00008935
627.12271, 0.00010237
627.13771, 0.00011699
627.15272, 0.00013337
627.16772, 0.00015166
627.18272, 0.00017203
627.19772, 0.00019465
627.21272, 0.00021970
627.22772, 0.00024735
627.24272, 0.00027779
627.25773, 0.00031119
627.27273, 0.00034774
627.28773, 0.00038762
627.30273, 0.00043098
627.31773, 0.00047800
627.33273, 0.00052883
627.34773, 0.00058361
627.36274, 0.00064244
627.37774, 0.00070545
627.39274, 0.00077270
627.40774, 0.00084425
627.42274, 0.00092012
627.43774, 0.00100031
627.45275, 0.00108477
627.46775, 0.00117343
627.48275, 0.00126617
627.49775, 0.00136283
627.51275, 0.00146321
627.52775, 0.00156707
627.54275, 0.00167411
627.55776, 0.00178401
627.57276, 0.00189639
627.58776, 0.00201082
627.60276, 0.00212685
627.61776, 0.00224398
627.63276, 0.00236167
627.64776, 0.00247935
627.66277, 0.00259643
627.67777, 0.00271229
627.69277, 0.00282629
627.70777, 0.00293779
627.72277, 0.00304613
627.73777, 0.00315065
627.75278, 0.00325072
627.76778, 0.00334570
627.78278, 0.00343499
627.79778, 0.00351801
627.81278, 0.00359422
627.82778, 0.00366313
627.84278, 0.00372427
627.85779, 0.00377727
627.87279, 0.00382178
627.88779, 0.00385754
627.90279, 0.00388435
627.91779, 0.00390208
627.93279, 0.00391069
627.94779, 0.00391018
627.96280, 0.00390066
627.97780, 0.00388230
627.99280, 0.00385534
628.00780, 0.00382010
628.02280, 0.00377696
628.03780, 0.00372637
628.05281, 0.00366883
628.06781, 0.00360489
628.08281, 0.00353515
628.09781, 0.00346024
628.11281, 0.00338085
628.12781, 0.00329766
628.14281, 0.00321136
628.15782, 0.00312269
628.17282, 0.00303235
628.18782, 0.00294105
628.20282, 0.00284946
628.21782, 0.00275827
628.23282, 0.00266811
628.24782, 0.00257956
628.26283, 0.00249320
628.27783, 0.00240952
628.29283, 0.00232900
628.30783, 0.00225202
628.32283, 0.00217895
628.33783, 0.00211005
628.35284, 0.00204557
628.36784, 0.00198566
628.38284, 0.00193043
628.39784, 0.00187992
628.41284, 0.00183412
628.42784, 0.00179296
628.44284, 0.00175631
628.45785, 0.00172401
628.47285, 0.00169584
628.48785, 0.00167155
628.50285, 0.00165083
